Time	Current	Time	Current
s	A	s	A
	Short Pulses		Single Pulse
0	-6.103515625E-7	0	-1.434326171875E-6
2.059999994799E-4	9.46044921875E-7	1.70999999568267E-4	-1.52587890625E-7
2.99999999242573E-4	-1.678466796875E-6	2.6899999932084E-4	1.52587890625E-7
3.85999999025444E-4	-3.0517578125E-8	3.64999999078464E-4	3.35693359375E-7
4.71999998808315E-4	-4.8828125E-7	4.61999998833562E-4	-4.241943359375E-6
5.5699999859371E-4	-1.220703125E-6	5.58999998588661E-4	0
6.42999998376581E-4	3.021240234375E-6	6.54999998346284E-4	1.52587890625E-7
7.28999998159452E-4	3.753662109375E-6	7.51999998101383E-4	-4.57763671875E-7
8.14999997942323E-4	1.52587890625E-7	8.48999997856481E-4	-3.0517578125E-7
8.99999997727718E-4	-7.9345703125E-7	9.44999997614104E-4	-6.103515625E-8
9.85999997510589E-4	3.96728515625E-7	0.00104099999737173	-1.220703125E-7
0.00108099999727074	7.32421875E-7	0.0011389999971243	1.617431640625E-6
0.00118299999701321	3.96728515625E-7	0.00123499999688192	-2.593994140625E-6
0.00128399999675821	6.103515625E-8	0.00133099999663955	-1.220703125E-7
0.00138499999650321	-6.7138671875E-7	0.00142899999639212	1.495361328125E-6
0.00148599999624821	-1.495361328125E-6	0.00152499999614975	3.662109375E-6
0.00157999999601088	-1.983642578125E-6	0.00162099999590737	-3.662109375E-7
0.00168099999575588	-3.387451171875E-6	0.00171799999566247	3.35693359375E-7
0.00178199999550088	-2.44140625E-7	0.00181499999541757	7.32421875E-7
0.00188299999524588	8.23974609375E-7	0.00191099999517519	-1.434326171875E-6
0.00198499999498836	3.662109375E-7	0.00200899999492776	-6.40869140625E-7
0.00208599999473336	-5.4931640625E-7	0.00210499999468539	1.8310546875E-7
0.00217899999449855	-1.861572265625E-6	0.00220099999444301	-2.74658203125E-7
0.00227999999424355	-2.44140625E-7	0.00229799999419811	2.13623046875E-7
0.00238199999398603	-1.953125E-6	0.00239499999395321	3.0517578125E-8
0.00248299999373103	1.373291015625E-6	0.00249099999371083	-8.636474609375E-6
0.00258399999347603	-1.251220703125E-6	0.00258799999346593	-1.77001953125E-6
0.00268499999322103	-4.8828125E-7	0.00268499999322103	1.89208984375E-6
0.00278599999296603	1.220703125E-7	0.00278099999297865	-7.62939453125E-7
0.0028799999927287	-6.103515625E-8	0.00287799999273375	-1.220703125E-7
0.0029809999924737	-1.708984375E-6	0.00297499999248885	7.9345703125E-7
0.0030819999922187	-1.007080078125E-6	0.00307099999224647	-4.8828125E-7
0.00318399999196117	-6.7138671875E-7	0.00316799999200157	-4.8828125E-7
0.00328499999170617	-2.13623046875E-7	0.00326399999175919	-2.74658203125E-7
0.00338599999145117	6.103515625E-7	0.00336099999151429	-5.18798828125E-7
0.00347899999121637	-2.166748046875E-6	0.00345799999126939	2.716064453125E-6
0.00357999999096137	-1.129150390625E-6	0.00355499999102449	-7.9345703125E-7
0.00368099999070637	3.0517578125E-6	0.00365099999078211	1.52587890625E-6
0.00378199999045137	-1.129150390625E-6	0.00374799999053721	-3.662109375E-7
0.00388299999019637	1.708984375E-6	0.00384399999029483	-6.103515625E-8
0.00398499998993884	9.1552734375E-8	0.00394099999004993	-3.96728515625E-7
0.00408599998968384	-5.79833984375E-7	0.00403799998980503	-4.2724609375E-7
0.00417899998944904	-3.0517578125E-7	0.00413399998956265	-8.544921875E-7
0.00428099998919151	9.1552734375E-8	0.00423099998931775	-5.4931640625E-7
0.00438199998893651	-1.46484375E-6	0.00432799998907285	-6.103515625E-8
0.00448299998868151	0	0.00442399998883047	1.64794921875E-6
0.00458399998842651	-3.11279296875E-6	0.00452099998858557	-7.62939453125E-7
0.00468599998816899	-4.8828125E-7	0.00461799998834067	2.99072265625E-6
0.00477899998793418	-3.35693359375E-7	0.00472499998807052	-3.631591796875E-6
0.00487999998767918	5.18798828125E-7	0.00481799998783572	-1.617431640625E-6
